LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,BlockId
3605,81109,203615,158,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2585807940696131461 terminating,E11,PacketResponder <*> for block <*> terminating,blk_2585807940696131461
3609,81109,203615,158,INFO,dfs.DataNode$PacketResponder,Received block blk_2585807940696131461 of size 67108864 from /10.251.39.209,E9,Received block <*> of size <*> from /<*>,blk_2585807940696131461
3707,81109,203615,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_2585807940696131461 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_2585807940696131461
3712,81109,203615,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.129:50010 is added to blk_2585807940696131461 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_2585807940696131461
3714,81109,203615,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.209:50010 is added to blk_2585807940696131461 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_2585807940696131461
5251,81109,203626,155,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-8588230903310885315 terminating,E11,PacketResponder <*> for block <*> terminating,blk_-8588230903310885315
5253,81109,203626,155,INFO,dfs.DataNode$PacketResponder,Received block blk_-8588230903310885315 of size 67108864 from /10.251.122.65,E9,Received block <*> of size <*> from /<*>,blk_-8588230903310885315
5254,81109,203626,156,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-8588230903310885315 terminating,E11,PacketResponder <*> for block <*> terminating,blk_-8588230903310885315
5257,81109,203626,156,INFO,dfs.DataNode$PacketResponder,Received block blk_-8588230903310885315 of size 67108864 from /10.251.122.79,E9,Received block <*> of size <*> from /<*>,blk_-8588230903310885315
5259,81109,203626,157,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-8588230903310885315 terminating,E11,PacketResponder <*> for block <*> terminating,blk_-8588230903310885315
5261,81109,203626,157,INFO,dfs.DataNode$PacketResponder,Received block blk_-8588230903310885315 of size 67108864 from /10.251.122.65,E9,Received block <*> of size <*> from /<*>,blk_-8588230903310885315
5375,81109,203626,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.79:50010 is added to blk_-8588230903310885315 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-8588230903310885315
5380,81109,203626,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.188:50010 is added to blk_-8588230903310885315 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-8588230903310885315
5499,81109,203627,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.65:50010 is added to blk_-8588230903310885315 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-8588230903310885315
5995,81109,203630,187,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2810430719974764986 src: /10.251.42.9:51235 dest: /10.251.42.9:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_2810430719974764986
6007,81109,203630,190,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2810430719974764986 src: /10.251.42.9:36629 dest: /10.251.42.9:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_2810430719974764986
6015,81109,203630,198,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2810430719974764986 src: /10.251.122.79:35366 dest: /10.251.122.79:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_2810430719974764986
6032,81109,203630,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000050_0/part-00050. blk_2810430719974764986,E22,BLOCK* NameSystem.allocateBlock:<*>,blk_2810430719974764986
6500,81109,203634,196,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8716244237763720958 src: /10.251.121.224:41626 dest: /10.251.121.224:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_8716244237763720958
6501,81109,203634,197,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8716244237763720958 src: /10.251.121.224:50293 dest: /10.251.121.224:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_8716244237763720958
6512,81109,203634,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000367_0/part-00367. blk_8716244237763720958,E22,BLOCK* NameSystem.allocateBlock:<*>,blk_8716244237763720958
6592,81109,203635,196,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8716244237763720958 src: /10.251.195.70:59080 dest: /10.251.195.70:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_8716244237763720958
6916,81109,203638,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000033_0/part-00033. blk_6778948312309528424,E22,BLOCK* NameSystem.allocateBlock:<*>,blk_6778948312309528424
7008,81109,203639,193,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6778948312309528424 src: /10.251.42.16:60153 dest: /10.251.42.16:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_6778948312309528424
7011,81109,203639,194,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6778948312309528424 src: /10.251.42.16:50696 dest: /10.251.42.16:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_6778948312309528424
7015,81109,203639,199,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6778948312309528424 src: /10.251.199.19:48496 dest: /10.251.199.19:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_6778948312309528424
7509,81109,203644,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000353_0/part-00353. blk_7682893831399115890,E22,BLOCK* NameSystem.allocateBlock:<*>,blk_7682893831399115890
7617,81109,203645,191,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7682893831399115890 src: /10.251.71.193:44089 dest: /10.251.71.193:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_7682893831399115890
7644,81109,203645,204,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7682893831399115890 src: /10.251.43.115:40549 dest: /10.251.43.115:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_7682893831399115890
7649,81109,203645,222,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7682893831399115890 src: /10.251.71.193:45257 dest: /10.251.71.193:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_7682893831399115890
8925,81109,203656,203,INFO,dfs.DataNode$DataXceiver,Receiving block blk_845619111872659887 src: /10.251.74.227:34835 dest: /10.251.74.227:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_845619111872659887
8953,81109,203656,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000144_0/part-00144. blk_845619111872659887,E22,BLOCK* NameSystem.allocateBlock:<*>,blk_845619111872659887
9272,81109,203659,203,INFO,dfs.DataNode$DataXceiver,Receiving block blk_845619111872659887 src: /10.251.74.227:45010 dest: /10.251.74.227:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_845619111872659887
9519,81109,203701,202,INFO,dfs.DataNode$DataXceiver,Receiving block blk_845619111872659887 src: /10.251.43.115:53453 dest: /10.251.43.115:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_845619111872659887
9714,81109,203703,194,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_6778948312309528424 terminating,E11,PacketResponder <*> for block <*> terminating,blk_6778948312309528424
9716,81109,203703,194,INFO,dfs.DataNode$PacketResponder,Received block blk_6778948312309528424 of size 67108864 from /10.251.42.16,E9,Received block <*> of size <*> from /<*>,blk_6778948312309528424
9718,81109,203703,195,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_6778948312309528424 terminating,E11,PacketResponder <*> for block <*> terminating,blk_6778948312309528424
9719,81109,203703,195,INFO,dfs.DataNode$PacketResponder,Received block blk_6778948312309528424 of size 67108864 from /10.251.42.16,E9,Received block <*> of size <*> from /<*>,blk_6778948312309528424
9722,81109,203703,200,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_6778948312309528424 terminating,E11,PacketResponder <*> for block <*> terminating,blk_6778948312309528424
9723,81109,203703,200,INFO,dfs.DataNode$PacketResponder,Received block blk_6778948312309528424 of size 67108864 from /10.251.199.19,E9,Received block <*> of size <*> from /<*>,blk_6778948312309528424
9766,81109,203703,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.16:50010 is added to blk_6778948312309528424 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_6778948312309528424
9768,81109,203703,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.19:50010 is added to blk_6778948312309528424 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_6778948312309528424
9813,81109,203704,188,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2810430719974764986 terminating,E11,PacketResponder <*> for block <*> terminating,blk_2810430719974764986
9814,81109,203704,188,INFO,dfs.DataNode$PacketResponder,Received block blk_2810430719974764986 of size 67108864 from /10.251.42.9,E9,Received block <*> of size <*> from /<*>,blk_2810430719974764986
9823,81109,203704,191,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_2810430719974764986 terminating,E11,PacketResponder <*> for block <*> terminating,blk_2810430719974764986
9825,81109,203704,191,INFO,dfs.DataNode$PacketResponder,Received block blk_2810430719974764986 of size 67108864 from /10.251.42.9,E9,Received block <*> of size <*> from /<*>,blk_2810430719974764986
9837,81109,203704,199,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_2810430719974764986 terminating,E11,PacketResponder <*> for block <*> terminating,blk_2810430719974764986
9838,81109,203704,199,INFO,dfs.DataNode$PacketResponder,Received block blk_2810430719974764986 of size 67108864 from /10.251.122.79,E9,Received block <*> of size <*> from /<*>,blk_2810430719974764986
9873,81109,203704,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_2810430719974764986 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_2810430719974764986
9878,81109,203704,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.79:50010 is added to blk_2810430719974764986 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_2810430719974764986
9884,81109,203704,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.10:50010 is added to blk_6778948312309528424 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_6778948312309528424
9910,81109,203704,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.9:50010 is added to blk_2810430719974764986 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_2810430719974764986
9974,81109,203705,209,INFO,dfs.DataNode$DataXceiver,Receiving block blk_4298455669642651545 src: /10.251.127.191:43674 dest: /10.251.127.191:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_4298455669642651545
10012,81109,203705,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000111_0/part-00111. blk_4298455669642651545,E22,BLOCK* NameSystem.allocateBlock:<*>,blk_4298455669642651545
10088,81109,203706,209,INFO,dfs.DataNode$DataXceiver,Receiving block blk_4298455669642651545 src: /10.251.127.191:41385 dest: /10.251.127.191:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_4298455669642651545
10102,81109,203706,215,INFO,dfs.DataNode$DataXceiver,Receiving block blk_448592873889985922 src: /10.251.123.99:58494 dest: /10.251.123.99:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_448592873889985922
10112,81109,203706,227,INFO,dfs.DataNode$DataXceiver,Receiving block blk_4298455669642651545 src: /10.251.199.159:37131 dest: /10.251.199.159:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_4298455669642651545
10123,81109,203706,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000088_0/part-00088. blk_448592873889985922,E22,BLOCK* NameSystem.allocateBlock:<*>,blk_448592873889985922
10346,81109,203708,215,INFO,dfs.DataNode$DataXceiver,Receiving block blk_448592873889985922 src: /10.251.123.99:37942 dest: /10.251.123.99:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_448592873889985922
10350,81109,203708,222,INFO,dfs.DataNode$DataXceiver,Receiving block blk_448592873889985922 src: /10.251.106.10:50778 dest: /10.251.106.10:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_448592873889985922
10702,81109,203711,215,INFO,dfs.DataNode$DataXceiver,Receiving block blk_350696426895410369 src: /10.251.67.4:57736 dest: /10.251.67.4:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_350696426895410369
10742,81109,203711,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000322_0/part-00322. blk_350696426895410369,E22,BLOCK* NameSystem.allocateBlock:<*>,blk_350696426895410369
10831,81109,203712,211,INFO,dfs.DataNode$DataXceiver,Receiving block blk_350696426895410369 src: /10.251.42.9:50639 dest: /10.251.42.9:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_350696426895410369
10844,81109,203712,216,INFO,dfs.DataNode$DataXceiver,Receiving block blk_350696426895410369 src: /10.251.67.4:58618 dest: /10.251.67.4:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_350696426895410369
11273,81109,203715,225,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1113822473565022381 src: /10.251.203.80:52137 dest: /10.251.203.80:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_1113822473565022381
11275,81109,203715,226,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1113822473565022381 src: /10.251.203.80:39813 dest: /10.251.203.80:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_1113822473565022381
11339,81109,203715,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000255_0/part-00255. blk_1113822473565022381,E22,BLOCK* NameSystem.allocateBlock:<*>,blk_1113822473565022381
11425,81109,203716,215,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1113822473565022381 src: /10.251.37.240:40016 dest: /10.251.37.240:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_1113822473565022381
11868,81109,203719,197,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_8716244237763720958 terminating,E11,PacketResponder <*> for block <*> terminating,blk_8716244237763720958
11873,81109,203719,197,INFO,dfs.DataNode$PacketResponder,Received block blk_8716244237763720958 of size 67108864 from /10.251.121.224,E9,Received block <*> of size <*> from /<*>,blk_8716244237763720958
11978,81109,203720,197,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_8716244237763720958 terminating,E11,PacketResponder <*> for block <*> terminating,blk_8716244237763720958
11983,81109,203720,197,INFO,dfs.DataNode$PacketResponder,Received block blk_8716244237763720958 of size 67108864 from /10.251.195.70,E9,Received block <*> of size <*> from /<*>,blk_8716244237763720958
11984,81109,203720,198,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_8716244237763720958 terminating,E11,PacketResponder <*> for block <*> terminating,blk_8716244237763720958
11985,81109,203720,198,INFO,dfs.DataNode$PacketResponder,Received block blk_8716244237763720958 of size 67108864 from /10.251.121.224,E9,Received block <*> of size <*> from /<*>,blk_8716244237763720958
12018,81109,203720,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.70:50010 is added to blk_8716244237763720958 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_8716244237763720958
12026,81109,203720,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.121.224:50010 is added to blk_8716244237763720958 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_8716244237763720958
12030,81109,203720,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.1:50010 is added to blk_8716244237763720958 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_8716244237763720958
13407,81109,203731,223,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4069087448078482387 src: /10.251.71.16:60846 dest: /10.251.71.16:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_-4069087448078482387
13433,81109,203731,234,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4069087448078482387 src: /10.251.90.239:40840 dest: /10.251.90.239:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_-4069087448078482387
13435,81109,203731,236,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4069087448078482387 src: /10.251.71.16:51712 dest: /10.251.71.16:50010,E5,Receiving block <*> src: /<*> dest: /<*>,blk_-4069087448078482387
13479,81109,203731,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000132_0/part-00132. blk_-4069087448078482387,E22,BLOCK* NameSystem.allocateBlock:<*>,blk_-4069087448078482387
13764,81109,203734,206,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_845619111872659887 terminating,E11,PacketResponder <*> for block <*> terminating,blk_845619111872659887
13766,81109,203734,206,INFO,dfs.DataNode$PacketResponder,Received block blk_845619111872659887 of size 67108864 from /10.251.43.115,E9,Received block <*> of size <*> from /<*>,blk_845619111872659887
13767,81109,203734,207,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_845619111872659887 terminating,E11,PacketResponder <*> for block <*> terminating,blk_845619111872659887
13772,81109,203734,207,INFO,dfs.DataNode$PacketResponder,Received block blk_845619111872659887 of size 67108864 from /10.251.74.227,E9,Received block <*> of size <*> from /<*>,blk_845619111872659887
13774,81109,203734,208,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_845619111872659887 terminating,E11,PacketResponder <*> for block <*> terminating,blk_845619111872659887
13776,81109,203734,208,INFO,dfs.DataNode$PacketResponder,Received block blk_845619111872659887 of size 67108864 from /10.251.74.227,E9,Received block <*> of size <*> from /<*>,blk_845619111872659887
13843,81109,203734,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.227:50010 is added to blk_845619111872659887 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_845619111872659887
13852,81109,203734,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.191:50010 is added to blk_845619111872659887 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_845619111872659887
13855,81109,203734,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.115:50010 is added to blk_845619111872659887 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_845619111872659887
13896,81109,203735,210,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4298455669642651545 terminating,E11,PacketResponder <*> for block <*> terminating,blk_4298455669642651545
13897,81109,203735,210,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_4298455669642651545 terminating,E11,PacketResponder <*> for block <*> terminating,blk_4298455669642651545
13898,81109,203735,210,INFO,dfs.DataNode$PacketResponder,Received block blk_4298455669642651545 of size 67108864 from /10.251.127.191,E9,Received block <*> of size <*> from /<*>,blk_4298455669642651545
13899,81109,203735,210,INFO,dfs.DataNode$PacketResponder,Received block blk_4298455669642651545 of size 67108864 from /10.251.127.191,E9,Received block <*> of size <*> from /<*>,blk_4298455669642651545
13929,81109,203735,228,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_4298455669642651545 terminating,E11,PacketResponder <*> for block <*> terminating,blk_4298455669642651545
13930,81109,203735,228,INFO,dfs.DataNode$PacketResponder,Received block blk_4298455669642651545 of size 67108864 from /10.251.199.159,E9,Received block <*> of size <*> from /<*>,blk_4298455669642651545
13958,81109,203735,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.240:50010 is added to blk_4298455669642651545 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_4298455669642651545
14000,81109,203736,192,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_7682893831399115890 terminating,E11,PacketResponder <*> for block <*> terminating,blk_7682893831399115890
14001,81109,203736,192,INFO,dfs.DataNode$PacketResponder,Received block blk_7682893831399115890 of size 67108864 from /10.251.71.193,E9,Received block <*> of size <*> from /<*>,blk_7682893831399115890
14014,81109,203736,205,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_7682893831399115890 terminating,E11,PacketResponder <*> for block <*> terminating,blk_7682893831399115890
14018,81109,203736,205,INFO,dfs.DataNode$PacketResponder,Received block blk_7682893831399115890 of size 67108864 from /10.251.43.115,E9,Received block <*> of size <*> from /<*>,blk_7682893831399115890
